id,original_title,release_date,title,vote_average,combination
1051,The French Connection,1971-10-09,The French Connection,7.4,policebrut marseill nightlif attemptedmurd drugdeal drugmul gangsterboss drugsmuggl undercoverag hijackingoftrain genehackman fernandorey royscheider williamfriedkin williamfriedkin Action Crime Thriller
1366,Rocky,1976-11-21,Rocky,7.5,underdog philadelphia transport italo-american fight loveofone'slif public boxer independ boxingmatch train lover surpris worldchampion victori sylvesterstallone taliashire burtyoung johng.avildsen johng.avildsen Drama
12102,Kramer vs. Kramer,1979-12-18,Kramer vs. Kramer,7.4,"wifehusbandrelationship custodybattl marriag fallingfromheight divorc famili coupl selfish manhattan,newyorkc childcustodi abandon dustinhoffman merylstreep janealexander robertbenton robertbenton Drama"
16619,Ordinary People,1980-09-19,Ordinary People,7.4,posttraumaticstressdisord depress suicideattempt grief dysfunctionalfamili guilt deathofson griev donaldsutherland marytylermoore juddhirsch robertredford robertredford Drama
9443,Chariots of Fire,1981-05-15,Chariots of Fire,6.9,underdog scotland jewri patriot olympicgam jew ambit bencross iancharleson cherylcampbell hughhudson hughhudson Drama History
11050,Terms of Endearment,1983-11-20,Terms of Endearment,6.9,lossofhusband cancer motherdaughterrelationship singlemoth neighborneighborrelationship shirleymaclaine debrawinger jacknicholson jamesl.brooks jamesl.brooks Drama Comedy
606,Out of Africa,1985-12-20,Out of Africa,7.0,skabundertv bagv øverstehyld merylstreep robertredford klausmariabrandauer sydneypollack sydneypollack Drama
746,The Last Emperor,1987-10-21,The Last Emperor,7.4,buddhism japan suicid china suicideattempt warcrim becominganadult isol warondrug revolut emperor arrangedmarriag manchuria dynasti humanexperiment war coupd'etat teacher beij decad communism johnlone petero'toole joanchen bernardobertolucci bernardobertolucci Drama History
380,Rain Man,1988-12-11,Rain Man,7.6,individu mentallydis autism lossoffath yuppi cardeal egocentr travel convert psychiatrist duringcreditssting dustinhoffman tomcruise valeriagolino barrylevinson barrylevinson Drama
403,Driving Miss Daisy,1989-12-13,Driving Miss Daisy,7.0,individu blackpeopl chauffeur atlanta widow antisemit jewish africanamerican car morganfreeman jessicatandy danaykroyd bruceberesford bruceberesford Comedy Drama
11485,Take the Money and Run,1969-08-18,Take the Money and Run,7.0,prison pickpocket jinx badluck wed woodyallen janetmargolin marcelhillaire woodyallen woodyallen Comedy Crime
466,Klute,1971-06-21,Klute,6.5,newyork prostitut detect cat obsess pimp junki pervers audiotap suspens psychologist missingperson spectacl janefonda donaldsutherland charlescioffi alanj.pakula alanj.pakula Mystery
13820,Repo Man,1984-02-20,Repo Man,6.7,california cocain futur punk theori music polic cult rocker ufo surreal alien independentfilm conspiraci tortur scientist violenc killer cultfilm repossess harrydeanstanton emilioestevez traceywalter alexcox alexcox Comedy Crime Science Fiction Thriller
15389,Metropolitan,1990-08-03,Metropolitan,7.0,upperclass newyork independentfilm debutant youngadult edwardclements chriseigeman taylornichols whitstillman whitstillman Comedy Drama
13597,Labyrinth,1986-06-27,Labyrinth,7.1,maze castl puppet surreal labyrinth fantasyworld goblin davidbowie jenniferconnelly tobyfroud jimhenson jimhenson Adventure Family Fantasy
2108,The Breakfast Club,1985-02-15,The Breakfast Club,7.8,highschool teenag detent emilioestevez anthonymichaelhall juddnelson johnhughes johnhughes Comedy Drama
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,gay danc fire diari nightmar hauntedhous transform supernatur highschool parti possess premonit spontaneouscombust bdsm schoolbus disfigur sleepwalk dream robertenglund markpatton kimmyers jacksholder jacksholder Horror
10072,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,6.5,grouptherapi nightmar hypnosi trap alcohol mentalil catholic disfigur sleepwalk mentalhospit psychotherapist dream robertenglund patriciaarquette heatherlangenkamp chuckrussell chuckrussell Horror Thriller
10131,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,5.8,martialart nightmar supernatur highschool resurrect sequel diner alcohol disfigur dream robertenglund tuesdayknight kensagoes rennyharlin rennyharlin Horror Thriller
10160,A Nightmare on Elm Street 5: The Dream Child,1989-08-11,A Nightmare on Elm Street 5: The Dream Child,5.5,nun babi monster asylum nightmar supernatur resurrect vision tortur pregnanc birth disfigur dream robertenglund lisawilcox erikaanderson stephenhopkins stephenhopkins Horror Thriller
11284,Freddy's Dead: The Final Nightmare,1991-09-05,Freddy's Dead: The Final Nightmare,5.1,amnesia nightmar alternatedimens psychologist memoryloss youth killer disfigur duringcreditssting womandirector dream memori robertenglund lisazane shongreenblatt racheltalalay racheltalalay Horror Thriller Comedy
4488,Friday the 13th,1980-05-09,Friday the 13th,6.4,drown lake cabin cult reveng murder camp slasher fear summer teenag maniac counselor desir axeinthehead betsypalmer adrienneking harrycrosby seans.cunningham seans.cunningham Horror
9725,Friday the 13th Part 2,1981-05-01,Friday the 13th Part 2,6.0,camp summercamp gore slasher bhorror amysteel johnfurey adrienneking steveminer steveminer Horror Thriller
9728,Friday the 13th Part III,1982-08-13,Friday the 13th Part III,5.7,lake summercamp murder serialkil slasher summer danakimmell paulkratka traciesavage steveminer steveminer Horror Thriller
9730,Friday the 13th: The Final Chapter,1984-04-13,Friday the 13th: The Final Chapter,5.9,lake resurrect morgu serialkil jasonvorhe hitchhik kimberlybeck erichanderson coreyfeldman josephzito josephzito Horror Thriller
9731,Friday the 13th: A New Beginning,1985-03-22,Friday the 13th: A New Beginning,5.1,mask psycholog serialkil hospit teenag seriesofmurd melaniekinnaman johnshepherd shavarross dannysteinmann dannysteinmann Horror Thriller
10225,Friday the 13th Part VI: Jason Lives,1986-08-01,Friday the 13th Part VI: Jason Lives,5.7,lightn cemeteri mask slasher jasonvorhe thommathews jennifercooke davidkagen tommcloughlin tommcloughlin Horror Mystery Thriller
10281,Friday the 13th Part VII: The New Blood,1988-05-13,Friday the 13th Part VII: The New Blood,5.3,lake mask telekinesi psychopath slasher teenag psychiatrist jasonvorhe kanehodder larparklincoln susanjennifersullivan johncarlbuechler johncarlbuechler Horror Thriller
10283,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,newyork boat mask psychopath highschool sewerag timessquar serialkil teenag jasonvorhe kanehodder jensendaggett scottreeves robhedden robhedden Horror Thriller
948,Halloween,1978-10-25,Halloween,7.4,femalenud nuditi mask babysitt halloween polic psychopathickil independentfilm stalk serialkil marijuana maskedkil blood potsmok slasher murder throatslit maniac violenc killingspre famili cultfilm evil psychot smokingpot institut donaldpleasence jamieleecurtis p.j.soles johncarpenter johncarpenter Horror Thriller
11281,Halloween II,1981-10-30,Halloween II,6.4,sheriff mask halloween michaelmy jamieleecurtis donaldpleasence charlescyphers rickrosenthal rickrosenthal Horror Thriller
10676,Halloween III: Season of the Witch,1982-10-22,Halloween III: Season of the Witch,5.0,commerci factori gasstat curfew mask halloween hospit doctor death surveillancecamera tomatkins staceynelkin dano'herlihy tommyleewallace tommyleewallace Horror Mystery Science Fiction
11357,Halloween 4: The Return of Michael Myers,1988-10-21,Halloween 4: The Return of Michael Myers,5.9,sheriff scissor ambul halloween knife sequel murder serialkil maskedkil blood niec evil michaelmy donaldpleasence elliecornell danielleharris dwighth.little dwighth.little Horror Thriller
11361,Halloween 5: The Revenge of Michael Myers,1989-10-12,Halloween 5: The Revenge of Michael Myers,5.3,sheriff barn black sequel maskedkil slasher youth psychiatrist killer kitten heroin pitchfork psychotron michaelmy donaldpleasence danielleharris elliecornell dominiqueothenin-girard dominiqueothenin-girard Horror Thriller
36599,Prom Night,1980-07-18,Prom Night,6.0,danc femalenud sex danc nuditi highschool reveng murder independentfilm prom serialkil marijuana decapit slasher teenag killer disco psycho canuxploit leslienielsen jamieleecurtis caseystevens paullynch paullynch Horror Mystery Thriller
39929,Hello Mary Lou: Prom Night II,1987-11-13,Hello Mary Lou: Prom Night II,6.0,cemeteri infidel shower nuditi exorc night highschool shoot possess reveng murder lockerroom priest prom blood unfaith camp slasher teenag splatter femalehomosexu highschoolfriend incest ghost schoolprincip promqueen flashback supernaturalpow canuxploit michaelironside wendylyon louisferreira brucepittman brucepittman Horror
41828,Prom Night III: The Last Kiss,1990-03-30,Prom Night III: The Last Kiss,5.1,malenud nuditi highschool sequel independentfilm prom slasher zombi violenc canuxploit acid timconlon courtneytaylor cynthiapreston peterr.simpson peterr.simpson Thriller Comedy Horror
41769,Prom Night IV: Deliver Us from Evil,1992-02-14,Prom Night IV: Deliver Us from Evil,4.4,monk sex nun nuditi underwear crucifixion murder priest slasher bodydoubl casualsex canuxploit nicoledeboer j.h.wyman joytanner clayborris clayborris Horror
10585,Child's Play,1988-11-08,Child's Play,6.3,gun birthday voodoo toy stalker murder blood slasher explos killer doll evil toycomestolif catherinehicks chrissarandon alexvincent tomholland tomholland Horror Thriller
11186,Child's Play 2,1990-11-09,Child's Play 2,5.8,faithless puppet killertoy toycomestolif alexvincent jennyagutter gerritgraham johnlafia johnlafia Drama Horror
11187,Child's Play 3,1991-08-30,Child's Play 3,5.5,recruit puppet killerdol serialkil militaryacademi killertoy toycomestolif justinwhalin perreyreeves jeremysylvers jackbender jackbender Thriller Horror Action
609,Poltergeist,1982-06-04,Poltergeist,7.1,parentchildrelationship medium ghostbust poltergeist hauntedhous dyinganddeath familyrelationship goodvsevil paranormalphenomena powerofgood haunt craigt.nelson jobethwilliams beatricestraight tobehooper tobehooper Horror
11133,Poltergeist II: The Other Side,1986-05-23,Poltergeist II: The Other Side,5.8,monster poltergeist supernaturalpow familysecret craigt.nelson jobethwilliams heathero'rourke briangibson briangibson Horror Thriller
10306,Poltergeist III,1988-06-10,Poltergeist III,4.6,chicago religionandsupernatur supernaturalpow devil demon tomskerritt nancyallen heathero'rourke garysherman garysherman Horror Thriller
9552,The Exorcist,1973-12-26,The Exorcist,7.5,exorc holywat religionandsupernatur vomit christian possess profan priest ouijaboard satan paranormalphenomena girl demon disturbedchild crisisoffaith lindablair maxvonsydow ellenburstyn williamfriedkin williamfriedkin Drama Horror Thriller
11586,Exorcist II: The Heretic,1977-06-17,Exorcist II: The Heretic,4.5,exorc pactwiththedevil possess priest devil demonicpossess locust lindablair richardburton louisefletcher johnboorman johnboorman Horror Thriller Fantasy
11587,The Exorcist III,1990-08-17,The Exorcist III,6.1,deathpenalti suspicionofmurd exorc doomedman investig priest psychiatrichospit seriesofmurd missingperson georgec.scott edflanders braddourif williampeterblatty williampeterblatty Thriller Horror Mystery
941,Lethal Weapon,1987-03-06,Lethal Weapon,7.0,self-destruct losangel policedetect exsoldi buddycop lapd homicidedetect christma deathofwif melgibson dannyglover garybusey richarddonner richarddonner Adventure Action Comedy Thriller Crime
942,Lethal Weapon 2,1989-07-07,Lethal Weapon 2,6.7,gang policedetect buddycop lapd melgibson dannyglover joepesci richarddonner richarddonner Action Adventure Comedy Crime Thriller
943,Lethal Weapon 3,1992-05-15,Lethal Weapon 3,6.4,rookiecop sittingonatoilet buddycop aftercreditssting melgibson dannyglover joepesci richarddonner richarddonner Adventure Action Comedy Thriller Crime
927,Gremlins,1984-06-07,Gremlins,6.9,holiday monster smalltown departmentstor barsandrestaur humananimalrelationship pet sunlight chainsaw salesperson midnight fur bank puppet skunk kidsandfamili gremlin zachgalligan phoebecates hoytaxton joedante joedante Fantasy Horror Comedy
928,Gremlins 2: The New Batch,1990-06-15,Gremlins 2: The New Batch,6.3,newyork monster skyscrap mutant restaur humananimalrelationship mutat tvstation dyinganddeath water researchst fur bat current electricshock clever gremlin cowardli zachgalligan phoebecates johnglover joedante joedante Comedy Horror Fantasy
9340,The Goonies,1985-06-06,The Goonies,7.4,gunfight urin hidden referencetoliberac foreclosur seanastin joshbrolin jeffcohen richarddonner richarddonner Adventure Comedy Family
9342,The Mask of Zorro,1998-07-16,The Mask of Zorro,6.3,california spi hero horsebackrid swordfight reveng antoniobanderas anthonyhopkins catherinezeta-jones martincampbell martincampbell Action Adventure
38509,Polish Wedding,1998-01-16,Polish Wedding,5.4,pari danc jealousi children wed festiv clairedanes lenaolin gabrielbyrne theresaconnelly theresaconnelly Comedy Drama
60033,"This World, Then the Fireworks",1997-07-11,"This World, Then the Fireworks",0.0,philiplocke elisimboden christiandurango michaeloblowitz michaeloblowitz Crime Drama Thriller
12101,Soylent Green,1973-04-19,Soylent Green,6.8,paranoia dystopia nearfutur charltonheston edwardg.robinson leightaylor-young richardfleischer richardfleischer Mystery Science Fiction Thriller
19,Metropolis,1927-01-10,Metropolis,8.0,manvsmachin undergroundworld inventor metropoli worker futur machinetown work classsocieti dystopia delirium chasescen madscientist prophet robot destruct silentfilm masterpiec brigittehelm alfredabel gustavfröhlich fritzlang fritzlang Drama Science Fiction
165,Back to the Future Part II,1989-11-20,Back to the Future Part II,7.4,skateboard flyingcar carrac delorean lightn inventor timetravel sequel diner alternatehistori teenag electricguitar walkingcan michaelj.fox christopherlloyd leathompson robertzemeckis robertzemeckis Adventure Comedy Family Science Fiction
196,Back to the Future Part III,1990-05-25,Back to the Future Part III,7.1,railroadrobb california delorean indianterritori sportscar inventor saloon horsebackrid timetravel outlaw sequel madscientist nativeamerican western shootout gunfight train wildwest cavalri michaelj.fox christopherlloyd marysteenburgen robertzemeckis robertzemeckis Adventure Comedy Family Science Fiction
551,The Poseidon Adventure,1972-12-01,The Poseidon Adventure,7.3,lifeanddeath prostitut newyear'sev sea brothersisterrelationship wifehusbandrelationship wave shipwreck cruis ship faith travel disast capsizedship disasterfilm disastermovi genehackman ernestborgnine redbuttons ronaldneame ronaldneame Action Adventure
16084,Freaky Friday,1976-12-17,Freaky Friday,6.3,jodiefoster barbaraharris johnastin garynelson garynelson Fantasy Comedy Family
17984,The Absent-Minded Professor,1961-03-16,The Absent-Minded Professor,6.7,fredmacmurray nancyolson keenanwynn robertstevenson robertstevenson Comedy Family Science Fiction
22328,The Apple Dumpling Gang Rides Again,1979-06-27,The Apple Dumpling Gang Rides Again,6.3,spoof timconway donknotts timmatheson vincentmceveety vincentmceveety Comedy Family Western
32611,Babes in Toyland,1961-12-14,Babes in Toyland,5.8,kidsandfamili annettefunicello raybolger tommysands jackdonohue jackdonohue Fantasy Science Fiction Family
3170,Bambi,1942-08-14,Bambi,6.8,forest comingofag bestfriend lossoflovedon donniedunagan peterbehn stanalexander davidhand davidhand Animation Drama Family
